chapter_number,set_letter,chapter_title,question_number,question_malay,question_english,option_a_malay,option_a_english,option_b_malay,option_b_english,option_c_malay,option_c_english,option_d_malay,option_d_english,correct_answer,explanation
1,A,Bab 1: Rangsangan dan Gerak Balas (Stimuli and Responses) - Kuiz Set A,6,Apakah fungsi utama pupil pada mata manusia?,What is the main function of the pupil in the human eye?,Mengawal saiz kanta mata,Regulating the size of the cornea,Memfokuskan cahaya ke atas retina,Focusing light onto the retina,Mengawal kuantiti cahaya yang memasuki mata,Regulating the amount of light entering the eye,Mencegah pantulan cahaya di dalam bola mata,Preventing internal reflection of light in the eyeball,C,Pupil ialah bukaan yang mengawal kuantiti cahaya memasuki mata melalui perubahan saiz yang dikawal oleh iris.
1,A,Bab 1: Rangsangan dan Gerak Balas (Stimuli and Responses) - Kuiz Set A,7,Haiwan manakah yang dipadankan dengan betul bagi bentuk pupil matanya?,Which animal is correctly matched with its eye pupil shape?,Kambing - Bentuk huruf 'W',Goat - Shape of the letter 'W',Ikan pari - Bentuk sabit,Shark - Sword shape,Buaya - Segi empat bujur,Crocodile - Oblong shape,Sotong - Celahan tegak,Cuttlefish - Vertical slit,B,"Ikan pari mempunyai pupil berbentuk sabit. Kambing mempunyai pupil mendatar berbentuk segi empat, buaya mempunyai pupil celahan tegak, manakala sotong katak mempunyai pupil berbentuk W."
1,A,Bab 1: Rangsangan dan Gerak Balas (Stimuli and Responses) - Kuiz Set A,8,Apakah bahagian mata yang paling peka terhadap cahaya kerana mempunyai kepadatan fotoreseptor yang paling tinggi?,Which part of the eye is most sensitive to light due to having the highest photoreceptor density?,Bintik buta,Macular spot,Kornea,Cornea,Bintik kuning,Macula,Koroid,Choroid,C,Bintik kuning mempunyai kepadatan sel kon yang tinggi dan merupakan bahagian retina paling peka untuk penglihatan jelas.
1,A,Bab 1: Rangsangan dan Gerak Balas (Stimuli and Responses) - Kuiz Set A,9,Mengapakah sel rod pada retina sangat berguna dlm situasi malap atau gelap?,Why are rod cells in the retina very useful in low or dark conditions?,Kerana ia sangat peka terhadap warna merah,Because they are very sensitive to red color,Kerana ia sangat peka kepada keamatan cahaya yang rendah,Because they are very sensitive to low light intensity,Kerana ia berfungsi menukarkan imej songsang kepada tegak,Because they function to convert inverted images to upright,Kerana ia disambung terus ke tiub Eustachio,Because they are directly connected to the Eustachian tube,B,"Sel rod sangat peka terhadap keamatan cahaya rendah, maka membantu penglihatan dalam keadaan malap."
1,A,Bab 1: Rangsangan dan Gerak Balas (Stimuli and Responses) - Kuiz Set A,10,"Antara berikut, yang manakah fungsi koroid di dalam bola mata?","Of the following, which is the function of the choroid in the eye?",Melindungi bahagian hadapan sklera,To protect the anterior part of the sclera,Mengubah ketebalan kanta mata,To change the thickness of the cornea,Membiaskan dan memfokuskan cahaya,To refract and focus light,Mencegah pantulan cahaya di dalam bola mata serta membekalkan oksigen,To prevent internal reflection of light in the eye and to supply oxygen,D,"Pigmen gelap pada koroid menyerap cahaya untuk mengelakkan pantulan dalaman, manakala salur darahnya membekalkan oksigen dan nutrien."
1,A,Bab 1: Rangsangan dan Gerak Balas (Stimuli and Responses) - Kuiz Set A,11,Ligamen penggantung berfungsi untuk:,The suspensory ligament functions to:,Mengawal saiz pupil,Control the size of the pupil,Memegang kanta mata pada kedudukannya,Hold the lens in its position,Melindungi bahagian hadapan sklera,To protect the anterior part of the sclera,Membawa impuls saraf ke otak,Conduct nerve impulses to the brain,B,Ligamen penggantung memegang kanta pada kedudukannya dan memindahkan tarikan otot silia semasa akomodasi.
1,A,Bab 1: Rangsangan dan Gerak Balas (Stimuli and Responses) - Kuiz Set A,12,Di manakah terletaknya bintik buta pada mata manusia?,Where is the blind spot located in the human eye?,Di bahagian tengah kornea,In the central part of the cornea,Di kawasan kanta mata bertemu otot silia,In the area where the ciliary muscle meets the sclera,Di kawasan retina di mana gentian saraf keluar membentuk saraf optik,In the retinal area where the optic nerve exits to form the optic nerve,Di dalam gelemar,Within the lamina,C,Bintik buta terletak pada retina di tempat gentian saraf meninggalkan mata untuk membentuk saraf optik; kawasan itu tiada fotoreseptor.
1,A,Bab 1: Rangsangan dan Gerak Balas (Stimuli and Responses) - Kuiz Set A,13,Struktur telinga yang manakah bergetar mengikut frekuensi gelombang bunyi yang menerpanya dlm mekanisme pendengaran?,Which part of the ear vibrates according to the frequency of the sound wave it receives in the hearing mechanism?,Gegendang telinga,Eardrum,Koklea,Cochlea,Osikel,Ossicles,Jendela bujur,Round window,A,Gelombang bunyi menyebabkan gegendang telinga bergetar pada frekuensi yang sama sebelum getaran dipindahkan kepada osikel.
1,A,Bab 1: Rangsangan dan Gerak Balas (Stimuli and Responses) - Kuiz Set A,14,Apakah peranan tiga tulang kecil (osikel) di dalam telinga tengah?,What is the role of the three small bones (ossicles) in the middle ear?,Mengimbangkan tekanan udara,Equalizing air pressure,Mengesan kedudukan kepala,Detecting head position,Menguatkan getaran bunyi dan memindahkannya ke jendela bujur,Amplifying sound vibrations and transferring them to the oval window,Mengumpul gelombang bunyi dari udara,Collecting sound waves from the air,C,Osikel menguatkan getaran daripada gegendang telinga dan memindahkannya ke jendela bujur.
1,A,Bab 1: Rangsangan dan Gerak Balas (Stimuli and Responses) - Kuiz Set A,15,Struktur telinga dalam yang mengandungi bendalir dan berfungsi menukarkan getaran kepada impuls saraf ialah:,The inner ear structure that contains the cochlea and functions to convert vibrations into nerve impulses is:,Jendela bujur,Round window,Koklea,Cochlea,Salur separuh bulat,Semicircular canal,Tiub Eustachio,Eustachian tube,B,Koklea berisi bendalir dan mengandungi reseptor yang menukarkan getaran kepada impuls saraf.
1,A,Bab 1: Rangsangan dan Gerak Balas (Stimuli and Responses) - Kuiz Set A,16,Apakah fungsi tiub Eustachio?,What is the function of the Eustachian tube?,Menghantar impuls saraf dari koklea ke otak,Transmit nerve impulses from the cochlea to the brain,Mengimbangkan tekanan udara di kedua-dua belah gegendang telinga,Equalize air pressure on both sides of the eardrum,Mengesan kedudukan kepala dan keseimbangan badan,Detect head position and body balance,Mengumpul dan menghantar gelombang bunyi,Collect and transmit sound waves,B,Tiub Eustachio menyamakan tekanan udara di telinga tengah dengan tekanan udara di luar gegendang telinga.
1,A,Bab 1: Rangsangan dan Gerak Balas (Stimuli and Responses) - Kuiz Set A,17,Bahagian telinga yang manakah berfungsi mengawal keseimbangan badan tetapi TIDAK terlibat dalam mekanisme pendengaran?,Which part of the ear functions to control balance but IS NOT involved in the hearing mechanism?,Koklea,Cochlea,Osikel,Ossicles,Salur separuh bulat,Semicircular canal,Jendela bujur,Round window,C,Salur separuh bulat mengesan pergerakan kepala untuk keseimbangan dan tidak terlibat dalam pendengaran.
1,A,Bab 1: Rangsangan dan Gerak Balas (Stimuli and Responses) - Kuiz Set A,18,Urutan laluan gelombang bunyi di dalam telinga yang manakah betul?,What is the correct order of sound wave travel in the ear?,Cuping telinga → Salur telinga → Osikel → Gegendang telinga → Koklea,Pinna → Ear canal → Ossicles → Eardrum → Cochlea,Cuping telinga → Salur telinga → Gegendang telinga → Osikel → Jendela bujur → Koklea,Pinna → Ear canal → Eardrum → Ossicles → Oval window → Cochlea,Cuping telinga → Gegendang telinga → Koklea → Jendela bujur → Osikel,Pinna → Eardrum → Cochlea → Oval window → Ossicles,Cuping telinga → Osikel → Gegendang telinga → Koklea → Saraf auditori,Pinna → Ossicles → Eardrum → Cochlea → Auditory nerve,B,"Bunyi bergerak melalui cuping telinga, salur telinga, gegendang telinga, osikel, jendela bujur dan akhirnya koklea."
1,A,Bab 1: Rangsangan dan Gerak Balas (Stimuli and Responses) - Kuiz Set A,19,Bagaimanakah otak manusia memproses imej songsang yang jatuh pada retina?,How does the human brain process an inverted image that falls on the retina?,Otak mengekalkan imej songsang tersebut,The brain retains the inverted image,Otak menterbalikkan semula imej songsang itu kepada tegak,The brain reverses the inverted image to upright,Otak membesarkan saiz imej tersebut sebanyak dua kali ganda,The brain enlarges the size of the image two times,Otak menghantar imej tersebut ke koklea untuk ditukar kepada bunyi,The brain sends the image to the cochlea to be converted into sound,B,"Walaupun imej pada retina terbentuk secara songsang, otak mentafsirkannya sebagai imej tegak."
1,A,Bab 1: Rangsangan dan Gerak Balas (Stimuli and Responses) - Kuiz Set A,20,"Tiga jenis sel kon pada retina peka terhadap warna cahaya yang berbeza, iaitu:","Three types of cone cells in the retina are sensitive to different colors of light, namely:","Merah, Kuning, Biru","Red, Yellow, Blue","Merah, Hijau, Biru","Red, Green, Blue","Kuning, Hijau, Merah","Yellow, Green, Red","Hitam, Putih, Kelabu","Black, White, Gray",B,"Tiga jenis sel kon peka terutamanya terhadap cahaya merah, hijau dan biru, membolehkan penglihatan warna."
1,A,Bab 1: Rangsangan dan Gerak Balas (Stimuli and Responses) - Kuiz Set A,21,Apakah tindakan yang akan berlaku secara serta-merta tanpa disedari apabila seseorang terpijak paku yang tajam?,"What immediate, unperceived action occurs when someone steps on a sharp nail?",Saraf kranium menghantar isyarat ke otak untuk memikirkan langkah seterusnya,The cranial nerves transmit signals to the brain to think of the next step,Otak mengarahkan otot biseps mengecut secara perlahan,The brain directs the biceps to slowly contract,Saraf tunjang mengawal tindakan refleks untuk menarik kaki dengan pantas,The accessory nerves control the reflex action to pull the leg back appropriately,Medula oblongata meningkatkan denyutan jantung untuk melarikan diri,The medulla oblongata increases the heart rate for escape,C,Rangsangan sakit mencetuskan arka refleks di saraf tunjang supaya kaki ditarik dengan cepat sebelum otak menyedari kesakitan.
1,A,Bab 1: Rangsangan dan Gerak Balas (Stimuli and Responses) - Kuiz Set A,22,Suhu kuali panas merangsang reseptor kulit (afektor) untuk menghantar impuls melalui:,The heated pan's temperature stimulates the skin receptors (afferent) to transmit impulses through:,Saraf kranium terus ke otak,Cranial nerves continue to the brain,Saraf spina ke saraf tunjang,Spinal nerves to associate nerves,Tiub Eustachio ke koklea,Eustachian tube to cochlea,Saraf optik ke bintik kuning,Optic nerve to the fovea,B,Reseptor kulit menghantar impuls melalui saraf spina ke saraf tunjang untuk menghasilkan gerak refleks.
1,A,Bab 1: Rangsangan dan Gerak Balas (Stimuli and Responses) - Kuiz Set A,23,Bahan jeli lut sinar yang mengisi ruang besar di dalam bola mata untuk mengekalkan bentuk bulat bola mata ialah:,The clear jelly-like substance that fills the large space inside the eyeball to maintain the round shape of the eyeball is:,Gelemar,Vitreous humor,Gelemaca,Vitreous gel,Koroid,Choroid,Konjunktiva,Conjunctiva,A,Gelemar ialah bahan jeli lut sinar yang memenuhi ruang besar di belakang kanta dan mengekalkan bentuk bola mata.
1,A,Bab 1: Rangsangan dan Gerak Balas (Stimuli and Responses) - Kuiz Set A,24,Pusat kawalan utama bagi tindakan terkawal seperti menulis jawapan peperiksaan ialah:,The main control center for actions like writing exam answers is:,Saraf tunjang,Parietal lobe,Medula oblongata,Medulla oblongata,Otak,Brain,Saraf periferi,Peripheral nerves,C,Otak ialah pusat kawalan bagi tindakan terkawal seperti berfikir dan menulis.
1,A,Bab 1: Rangsangan dan Gerak Balas (Stimuli and Responses) - Kuiz Set A,25,Apakah yang akan berlaku sekiranya medula oblongata seseorang mengalami kerosakan yang sangat serius?,What would happen if the medulla oblongata of a person suffers very serious damage?,Seseorang itu akan mengalami rabun jauh,That person would experience far-sightedness,Seseorang itu akan kehilangan deria rasa umami,That person would lose the ability to taste umami,Kegagalan pernafasan dan denyutan jantung yang memerlukan ventilator untuk terus hidup,Respiratory failure and heartbeats requiring a ventilator to keep alive,Seseorang itu tidak boleh menarik tangan daripada benda panas,That person would not be able to remove their hand from a hot object,C,Medula oblongata mengawal fungsi luar kawal penting seperti pernafasan dan denyutan jantung; kerosakan serius boleh menyebabkan kedua-duanya gagal.
1,B,Bab 1: Rangsangan dan Gerak Balas (Stimuli and Responses) - Kuiz Set B,1,Berapakah anggaran bilangan sel deria bau (reseptor bau) yang terdapat di dalam rongga hidung manusia?,What is the estimated number of olfactory receptor cells (smell receptors) found in the human nasal cavity?,10 ribu,10 thousand,10 juta,10 million,1 juta,1 million,100 juta,100 million,B,Rongga hidung manusia mengandungi lebih kurang 10 juta sel deria bau.
1,B,Bab 1: Rangsangan dan Gerak Balas (Stimuli and Responses) - Kuiz Set B,2,Bagaimanakah zarah bahan kimia bau dikesan oleh sel deria bau di dalam hidung?,How does the chemical substance odour is detected by the olfactory receptor cells in the nose?,Zarah kimia dikesan dalam keadaan gas kering,The chemical substance is detected in the form of dry gas,Zarah kimia melarut di dalam lapisan mukus sebelum merangsang reseptor,The chemical substance dissolves in the mucus layer before stimulating the receptors,Zarah kimia disalurkan terus melalui tiub Eustachio,The chemical substance is continuously conducted through the Eustachian tube,Zarah kimia ditukar menjadi cahaya oleh sel rod,The chemical substance is converted into light by the rod cells,B,Zarah bahan kimia bau mesti melarut di dalam lapisan mukus terlebih dahulu sebelum boleh dikesan oleh sel deria bau.
1,B,Bab 1: Rangsangan dan Gerak Balas (Stimuli and Responses) - Kuiz Set B,3,Bintil-bintil kecil pada permukaan lidah yang dilapisi oleh beratus-ratus tunas rasa dikenali sebagai:,"Tiny bumps on the tongue's surface, covered by hundreds of taste buds, are known as:",Reseptor rasa,Taste receptors,Liang tunas rasa,Taste pore,Papila,Taste papilla,Sel penyokong,Support cells,C,Papila ialah bintil-bintil pada permukaan lidah yang mengandungi tunas rasa.
1,B,Bab 1: Rangsangan dan Gerak Balas (Stimuli and Responses) - Kuiz Set B,4,Rasa umami merujuk kepada:,Umami taste refers to:,Rasa manis dan masin yang bercampur,A combination of sweet and salty tastes,"Rasa lazat seperti rasa sup daging, keju, atau penambah perasa MSG","A delicious taste like that of beef broth, cheese, or MSG flavor enhancer",Rasa pahit herba tumbuhan liar,A bitter taste from wild herbs,Rasa masam asid sitrik,A sour taste from citric acid,B,"Umami ialah rasa lazat, seperti rasa MSG, sup daging, cendawan, atau keju."
1,B,Bab 1: Rangsangan dan Gerak Balas (Stimuli and Responses) - Kuiz Set B,5,Kawasan lidah yang manakah paling peka terhadap rasa pahit?,Which area of the tongue is most sensitive to bitterness?,Hujung lidah,Kawasan hadapan,Sisi hadapan lidah,Tongue's front side,Pangkal lidah,Bahagian paling belakang,Sisi belakang lidah,Tongue's back side,C,Bahagian pangkal lidah (paling belakang) sangat sensitif terhadap rasa pahit.
1,B,Bab 1: Rangsangan dan Gerak Balas (Stimuli and Responses) - Kuiz Set B,6,Apakah organ deria yang paling besar dalam badan manusia?,What is the largest organ in the human body?,Peparu,Lung,Kulit,Skin,Hidung,Nose,Mata,Eye,B,Kulit ialah organ deria paling besar dalam badan manusia.
1,B,Bab 1: Rangsangan dan Gerak Balas (Stimuli and Responses) - Kuiz Set B,7,Reseptor kulit yang manakah terletak paling dekat dengan permukaan kulit (di bahagian atas epidermis) untuk mengesan kecederaan?,Which skin receptor is closest to the skin surface (in the upper epidermis) to detect injuries?,Reseptor sentuhan,Touch receptor,Reseptor sejuk,Cold receptor,Reseptor sakit,Pain receptor,Reseptor tekanan,Pressure receptor,C,Reseptor sakit berada di bahagian atas epidermis untuk mengesan kecederaan awal.
1,B,Bab 1: Rangsangan dan Gerak Balas (Stimuli and Responses) - Kuiz Set B,8,Reseptor tekanan diletakkan di bahagian manakah dlm lapisan kulit?,Where is the pressure receptor placed in the skin layer?,Lapisan epidermis paling atas,The uppermost layer of the epidermis,Bahagian atas dermis,The upper part of the dermis,"Bahagian paling bawah dermis, berdekatan lapisan lemak","The deepest part of the dermis, adjacent to the fatty layer",Di dalam liang rambut,Inside the hair follicle,C,Reseptor tekanan terletak paling dalam (bahagian bawah dermis) kerana memerlukan tekanan yang kuat untuk merangsangnya.
1,B,Bab 1: Rangsangan dan Gerak Balas (Stimuli and Responses) - Kuiz Set B,9,Dua faktor utama yang mempengaruhi kepekaan kulit terhadap rangsangan sentuhan ialah:,The two main factors affecting skin sensitivity to touch stimuli are:,Kepadatan reseptor dan ketebalan epidermis,Receptor density and epidermis thickness,Luas permukaan kulit dan kelembapan persekitaran,Skin surface area and environmental humidity,Bilangan bulu roma dan suhu badan,Number of tactile hairs and body temperature,Ketebalan lapisan lemak dan saiz liang peluh,Subcutaneous layer thickness and sweat pore size,A,Kepekaan kulit bergantung kepada kepadatan reseptor sentuhan dan ketebalan epidermis di kawasan tersebut.
1,B,Bab 1: Rangsangan dan Gerak Balas (Stimuli and Responses) - Kuiz Set B,10,Mengapakah hujung jari sangat peka terhadap sentuhan sehinggakan boleh digunakan untuk membaca tulisan Braille?,Why are fingertips very sensitive to touch and can be used to read Braille?,Mempunyai lapisan lemak yang sangat tebal,Has a very thick layer of fat,Mempunyai kepadatan reseptor sentuhan yang tinggi dan epidermis yang nipis,Has a high density of touch receptors and a thin epidermis,Mempunyai reseptor sakit yang paling sedikit,Has the fewest pain receptors,Membawa impuls saraf secara terus ke saraf kranium,Carries neural impulses continuously to the cranial nerves,B,Hujung jari mempunyai epidermis yang sangat nipis dan kepadatan reseptor sentuhan yang sangat tinggi.
1,B,Bab 1: Rangsangan dan Gerak Balas (Stimuli and Responses) - Kuiz Set B,11,Bahagian badan manakah yang paling KURANG peka terhadap rangsangan sentuhan?,Which part of the body is LEAST sensitive to touch stimuli?,Bibir,Lips,Siku dan belakang badan,Elbow and back of the body,Hujung jari,Fingertips,Tapak tangan,Palm of the hand,B,Siku dan belakang badan mempunyai epidermis tebal serta bilangan reseptor sentuhan yang sedikit.
1,B,Bab 1: Rangsangan dan Gerak Balas (Stimuli and Responses) - Kuiz Set B,12,Mengapakah makanan terasa tawar apabila seseorang mengalami selesema yang teruk?,Why does food taste bland when someone has severe dehydration?,Reseptor rasa pada lidah rosak sepenuhnya,Taste receptors on the tongue are completely damaged,Lapisan mukus tebal menghalang zarah kimia larut merangsang sel deria bau,A thick mucus layer prevents chemical particles from stimulating olfactory cells,Otak tersumbat oleh cecair selesema,The brain is blocked by excessive dehydration fluid,Tiub Eustachio tertutup rapat,The Eustachian tube is tightly closed,B,"Mukus yang tebal menghalang zarah kimia bau melarut dan sampai ke reseptor bau di rongga hidung, menjejaskan perisa makanan."
1,B,Bab 1: Rangsangan dan Gerak Balas (Stimuli and Responses) - Kuiz Set B,13,Mengapakah makanan panas dirasai lebih lazat berbanding makanan sejuk?,Why does hot food taste better than cold food?,Kerana makanan panas mempunyai kandungan gula yang lebih tinggi,Because hot food has a higher content of sugar,Kerana zarah kimia makanan panas bergerak/meruap lebih cepat untuk merangsang sel deria bau,Because the chemical components of hot food move/form more quickly to stimulate the olfactory cells,Kerana lidah mengecut di bawah suhu tinggi,Because the tongue becomes more sensitive at higher temperatures,Kerana reseptor umami hanya berfungsi pada suhu di atas 80 °C,Because umami receptors only function at temperatures above 80 °C,B,Suhu tinggi meningkatkan kadar pergerakan zarah makanan untuk merangsang sel deria bau di rongga hidung.
1,B,Bab 1: Rangsangan dan Gerak Balas (Stimuli and Responses) - Kuiz Set B,14,Apakah yang dimaksudkan dengan ilusi optik?,What is optical illusion?,Keadaan di mana seseorang kehilangan penglihatan sepenuhnya,A condition where a person loses complete vision,Keadaan di mana imej objek jatuh tepat pada bintik buta,A condition where the image of an object falls precisely on the blind spot,Otak gagal mentafsir maklumat visual dengan tepat disebabkan gangguan sekitar objek,The brain fails to interpret visual information accurately due to object interference,Penglihatan yang sangat jelas pada jarak jauh sahaja,Very clear vision only at a distance,C,Ilusi optik berlaku apabila otak silap mentafsir maklumat visual akibat gangguan sekitar objek.
1,B,Bab 1: Rangsangan dan Gerak Balas (Stimuli and Responses) - Kuiz Set B,15,Apakah punca berlakunya rabun jauh?,What are the causes of long-sightedness?,Kanta mata terlalu nipis atau bebola mata terlalu pendek,The eyeball is too short or the eyeball is too short in length,Imej objek jauh difokuskan di hadapan retina,Objects in the distance are focused in front of the retina,Permukaan kornea tidak sekata,The corneal surface is not spherical,Otot silia tidak dapat mengecut langsung,The ciliary muscles cannot accommodate directly,B,Rabun jauh disebabkan imej objek jauh difokuskan di hadapan retina (kerana bebola mata terlalu panjang atau kanta terlalu tebal).
1,B,Bab 1: Rangsangan dan Gerak Balas (Stimuli and Responses) - Kuiz Set B,16,Rabun jauh dapat dibetulkan dengan menggunakan kanta:,Far vision can be corrected with lenses:,Cembung,Concave,Cekung,Convex,Silinder,Cylindrical,Kaca biasa,Plain glass,B,Kanta cekung memaparkan cahaya untuk memfokuskan imej tepat di atas retina bagi pesakit rabun jauh.
1,B,Bab 1: Rangsangan dan Gerak Balas (Stimuli and Responses) - Kuiz Set B,17,Apakah punca rabun dekat dan bagaimanakah cara membetulkannya?,What are the causes of nearsightedness and how can it be corrected?,Kanta mata terlalu tebal; dibetulkan dengan kanta cekung,The lens of the eye is too thick; corrected with a concave lens,Kanta mata terlalu nipis/bebola mata terlalu pendek; dibetulkan dengan kanta cembung,The lens of the eye is too thin/ the eyeball is too short; corrected with a convex lens,Kornea tidak sekata; dibetulkan dengan kanta silinder,The cornea is irregular; corrected with a cylindrical lens,Bintik kuning tersumbat; dibetulkan dengan implan koklea,The yellow spot is blocked; corrected with a cochlear implant,B,"Rabun dekat disebabkan oleh kanta mata terlalu nipis/bebola mata terlalu pendek, dibetulkan dengan kanta cembung yang menumpukan cahaya."
1,B,Bab 1: Rangsangan dan Gerak Balas (Stimuli and Responses) - Kuiz Set B,18,Astigmatisme disebabkan oleh kelonggaran atau ketidaksekataan pada:,Astigmatism is caused by relaxation or irregularity in:,Otot silia,Scleral muscle,Permukaan kelengkungan kornea atau kanta mata,Corneal or lens surface curvature,Saraf optik,Optic nerve,Cecair gelemaca,Humor aqueous,B,Astigmatisme disebabkan permukaan kornea atau kanta mata yang tidak sekata kelengkungannya.
1,B,Bab 1: Rangsangan dan Gerak Balas (Stimuli and Responses) - Kuiz Set B,19,Kecacatan astigmatisme dapat dibetulkan dengan menggunakan kanta:,Astigmatism can be corrected with the use of lenses:,Kanta cembung,Concave lenses,Kanta cekung,Convex lenses,Kanta silinder,Cylindrical lenses,Kanta dwifokus,Bifocal lenses,C,Kanta silinder digunakan untuk membetulkan pembiasan tidak sekata pada pesakit astigmatisme.
1,B,Bab 1: Rangsangan dan Gerak Balas (Stimuli and Responses) - Kuiz Set B,20,Julat frekuensi pendengaran yang dapat dikesan oleh telinga manusia yang sihat ialah:,The frequency range audible to a healthy human ear is:,20 Hz hingga 20 000 Hz,"20 Hz to 20,000 Hz",50 Hz hingga 50 000 Hz,"50 Hz to 50,000 Hz",10 Hz hingga 10 000 Hz,"10 Hz to 10,000 Hz",200 Hz hingga 200 000 Hz,"200 Hz to 200,000 Hz",A,Julat pendengaran normal manusia ialah 20 Hz hingga 20 000 Hz.
1,B,Bab 1: Rangsangan dan Gerak Balas (Stimuli and Responses) - Kuiz Set B,21,Apakah alat bantuan yang diletakkan pada telinga dalam untuk membolehkan pesakit kerosakan telinga dalam mendengar semula?,What is the device placed in the ear canal to enable a patient with inner ear damage to regain hearing?,Stetoskop,Stethoscope,Implan koklea,Cochlear implant,Pembesar suara,Sound amplifier,Kanta silinder,Cylindrical lenses,B,Implan koklea dihantar untuk membolehkan pendengaran bagi pesakit kerosakan telinga dalam.
1,B,Bab 1: Rangsangan dan Gerak Balas (Stimuli and Responses) - Kuiz Set B,22,Apakah yang dimaksudkan dengan bintik buta pada mata manusia?,What does blind spot in human eyes mean?,Kawasan paling peka terhadap warna cahaya,The most sensitive area for light color,"Kawasan retina yang tidak mempunyai fotoreseptor, maka imej jatuh di sini tidak dikesan","The area of the retina that lacks photoreceptors, hence images fall here and are not perceived",Kawasan paling peka cahaya malap,The most sensitive area for dim light,Lapisan pelindung luaran mata,The outer protective layer of the eye,B,Bintik buta tidak mempunyai fotoreseptor sel rod atau sel kon.
1,B,Bab 1: Rangsangan dan Gerak Balas (Stimuli and Responses) - Kuiz Set B,23,"Deria sentuhan dikesan oleh organ kulit. Antara lapisan berikut, di manakah terletaknya reseptor sejuk dan reseptor sentuhan?","Deria sentuhan dikesan oleh organ kulit. Among the following layers, where are the cold receptors and touch receptors located?",Lapisan epidermis atas,Superficial layer of the epidermis,Lapisan dermis,Dermis,Lapisan lemak bawah,Subcutaneous layer,Kelenjar minyak,Sebaceous glands,B,"Reseptor sejuk, haba, sentuhan, dan tekanan terletak di lapisan dermis kulit."
1,B,Bab 1: Rangsangan dan Gerak Balas (Stimuli and Responses) - Kuiz Set B,24,Seseorang yang tidak merokok tetapi menyedut asap rokok daripada orang sekeliling dikenali sebagai:,A person who does not smoke but inhales second-hand smoke from people around them is known as:,Perokok aktif,Passive smoker,Perokok pasif,Passive smoker,Perokok tegar,Passive smoker,Perokok sosial,Social smoker,B,Perokok pasif menyedut asap rokok sekitar walaupun mereka sendiri tidak merokok.
1,B,Bab 1: Rangsangan dan Gerak Balas (Stimuli and Responses) - Kuiz Set B,25,Apakah kaitan antara deria rasa dengan deria bau?,What is the relationship between gustatory sensation and olfactory sensation?,Deria bau boleh menggantikan deria rasa sepenuhnya,Olfactory sensation can completely override gustatory sensation,Saling bekerjasama menentukan perisa makanan; bau merangsang sel deria bau manakala rasa mengesan rasa asas,They work together to determine food flavor; odor stimulates the olfactory sensation cells while taste perceives basic tastes,Tiada kaitan langsung antara kedua-dua deria,There is no direct relationship between the two sensations,Deria rasa menghalang fungsi deria bau,Gustatory sensation hinders the function of olfactory sensation,B,Rasa asas dikesan oleh lidah manakala perisa makanan dikesan melalui gandingan dengan sel deria bau di hidung.
2,A,Bab 2: Respirasi (Respiration) - Kuiz Set A,1,Apakah gerak balas fisiologi utama badan seorang atlet apabila diletakkan di dalam bilik latihan hipoksik (hypoxic) atau diletakkan di kawasan altitud tinggi?,What are the main physiological responses of an athlete's body when placed in a hypoxic chamber or in a high-altitude area?,Jantung berdegup lebih perlahan untuk mengurangkan penggunaan tenaga.,The heart beats slower to reduce energy usage.,Sel darah merah dibebaskan dari limpa dan kadar penghasilan sel darah merah meningkat.,Red blood cells are released from the spleen and the rate of red blood cell production increases.,Kadar pernafasan menurun kerana kepekatan oksigen di altitud tinggi adalah sangat tinggi.,Respiration rate decreases due to the very low oxygen concentration at high altitude.,Lebih banyak molekul karbon dioksida diikat pada hemoglobin untuk mengimbangi tekanan udara.,More molecules of carbon dioxide are bound to hemoglobin to balance the air pressure.,B,"Menurut Galeri Sains Bab 2, di kawasan altitud tinggi, kepekatan oksigen dalam udara adalah rendah. Tindak balas badan (respon fisiologi) terhadap kekurangan oksigen ini adalah dengan merangsang pembebasan sel darah merah yang tersimpan di dalam limpa, meningkatkan kadar penghasilan sel darah merah baharu, dan memudahkan penguraian oksihemoglobin untuk membebaskan oksigen ke sel badan."
2,A,Bab 2: Respirasi (Respiration) - Kuiz Set A,2,Susun mengikut urutan yang betul aliran laluan udara masuk semasa manusia menarik nafas.,Arrange the correct order of the air intake flow during human inhalation.,Rongga hidung → farinks → trakia → larinks → bronkus → bronkiol → alveolus,Nasal cavity → pharynx → trachea → larynx → bronchi → bronchioles → alveoli,Rongga hidung → farinks → larinks → trakia → bronkus → bronkiol → alveolus,Nasal cavity → pharynx → larynx → trachea → bronchi → bronchioles → alveoli,Rongga hidung → larinks → farinks → trakia → bronkiol → bronkus → alveolus,Nasal cavity → larynx → pharynx → trachea → bronchioles → bronchi → alveoli,Rongga hidung → trakia → farinks → larinks → bronkus → alveolus → bronkiol,Nasal cavity → trachea → pharynx → larynx → bronchi → alveoli → bronchioles,B,"Berdasarkan Rajah 2.2 dalam buku teks, urutan laluan udara pernafasan semasa menyedut udara ialah: Lubang hidung → Rongga hidung → Farinks → Larinks → Trakia → Bronkus → Bronkiol → Alveolus."
